scorer,DLC_resnet50_surgical_tool_trackingMar23shuffle1_100000,DLC_resnet50_surgical_tool_trackingMar23shuffle1_100000,DLC_resnet50_surgical_tool_trackingMar23shuffle1_100000,DLC_resnet50_surgical_tool_trackingMar23shuffle1_100000,DLC_resnet50_surgical_tool_trackingMar23shuffle1_100000,DLC_resnet50_surgical_tool_trackingMar23shuffle1_100000,DLC_resnet50_surgical_tool_trackingMar23shuffle1_100000,DLC_resnet50_surgical_tool_trackingMar23shuffle1_100000,DLC_resnet50_surgical_tool_trackingMar23shuffle1_100000
bodyparts,arm0,arm0,arm0,arm1,arm1,arm1,joint,joint,joint
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
142,485.0043029785156,514.3589477539062,0.9999924898147583,505.2825012207031,491.3649597167969,0.9998025298118591,434.97882080078125,374.3928527832031,0.9999605417251587
143,473.52294921875,214.59840393066406,0.9997770190238953,488.9717712402344,239.00192260742188,0.9997546076774597,548.8135375976562,108.11874389648438,0.9999349117279053
144,385.895751953125,440.976806640625,0.9999946355819702,456.5138854980469,409.2203369140625,0.9998959302902222,394.357421875,282.9673767089844,0.9995179176330566
145,652.3426513671875,321.76641845703125,0.9999548196792603,677.6546020507812,321.0999450683594,0.9999743700027466,663.423828125,163.7305450439453,0.9999463558197021
146,466.6799011230469,608.9285888671875,0.9999902248382568,535.3715209960938,605.2997436523438,0.9999589920043945,498.23223876953125,456.7671813964844,0.9999077320098877
147,354.2557373046875,501.1413879394531,0.9999979734420776,423.0252380371094,498.49578857421875,0.9999887943267822,385.73004150390625,349.3428955078125,0.9999066591262817
148,530.2658081054688,627.195068359375,0.9999946355819702,570.4208984375,650.1685791015625,0.9997925162315369,587.945556640625,494.18133544921875,0.9992141723632812
149,368.687255859375,305.7843322753906,0.9999388456344604,438.9803466796875,357.9425048828125,0.999984860420227,442.98651123046875,199.11093139648438,0.9998277425765991
150,600.296630859375,490.8681335449219,0.9998494386672974,647.6842041015625,439.3567810058594,0.999941349029541,571.5856323242188,337.4837341308594,0.9998000264167786
151,401.8675537109375,284.61846923828125,0.9999867677688599,437.25341796875,281.7758483886719,0.9999922513961792,411.84246826171875,126.15554809570312,0.9991890788078308
152,441.87335205078125,506.4091796875,0.9998515844345093,477.33251953125,502.41973876953125,0.9999649524688721,452.78057861328125,349.1440124511719,0.9999386072158813
153,606.05908203125,240.6288604736328,0.9999383687973022,647.4954833984375,181.85704040527344,0.9999475479125977,570.2037353515625,92.43951416015625,0.9997747540473938
154,526.964111328125,561.1648559570312,0.999946117401123,593.8005981445312,519.1433715820312,0.9999730587005615,527.5938720703125,403.30841064453125,0.9999109506607056
155,396.1074523925781,266.4705810546875,0.9998966455459595,457.05792236328125,235.40672302246094,0.999900221824646,393.2393493652344,107.58612060546875,0.999703586101532
156,473.7322998046875,522.0991821289062,0.9998868703842163,524.480712890625,530.0192260742188,0.9999605417251587,510.84857177734375,373.44525146484375,0.9999043941497803
157,518.7764892578125,389.3432922363281,0.9999877214431763,543.4468994140625,386.7401428222656,0.9999861717224121,522.6798095703125,229.55001831054688,0.9998810291290283
158,552.3346557617188,541.3549194335938,0.9999055862426758,576.146240234375,538.6253662109375,0.9999637603759766,555.91162109375,383.41888427734375,0.999572217464447
159,498.65081787109375,329.74554443359375,0.9999927282333374,563.8810424804688,315.14593505859375,0.9999773502349854,518.9984741210938,173.25588989257812,0.9999240636825562
160,513.4119262695312,627.931640625,0.9999961853027344,554.4642333984375,605.0320434570312,0.9996994733810425,501.39495849609375,470.426513671875,0.9999305009841919
161,642.6538696289062,513.97314453125,0.9999884366989136,682.5103149414062,448.3265686035156,0.9997345805168152,603.3970336914062,366.76556396484375,0.9995404481887817
162,439.40496826171875,334.152099609375,0.9999605417251587,484.0084533691406,336.4850158691406,0.9999855756759644,463.9427795410156,180.34605407714844,0.9999228715896606
163,480.4726257324219,204.15110778808594,0.999955415725708,509.9767761230469,229.6829071044922,0.9999687671661377,543.091552734375,80.74071502685547,0.9997331500053406
164,464.3666076660156,196.2174072265625,0.9999949932098389,495.42694091796875,221.51223754882812,0.9999257326126099,527.6168212890625,71.455078125,0.9998682737350464
165,434.9832458496094,638.2026977539062,0.999945878982544,467.2259521484375,680.1165161132812,0.9999920129776001,508.8747863769531,533.9566040039062,0.9998711347579956
