scorer,DLC_mobnet_100_surgical_tool_trackingMar23shuffle1_100000,DLC_mobnet_100_surgical_tool_trackingMar23shuffle1_100000,DLC_mobnet_100_surgical_tool_trackingMar23shuffle1_100000,DLC_mobnet_100_surgical_tool_trackingMar23shuffle1_100000,DLC_mobnet_100_surgical_tool_trackingMar23shuffle1_100000,DLC_mobnet_100_surgical_tool_trackingMar23shuffle1_100000,DLC_mobnet_100_surgical_tool_trackingMar23shuffle1_100000,DLC_mobnet_100_surgical_tool_trackingMar23shuffle1_100000,DLC_mobnet_100_surgical_tool_trackingMar23shuffle1_100000
bodyparts,arm0,arm0,arm0,arm1,arm1,arm1,joint,joint,joint
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood
142,486.7044982910156,513.2651977539062,0.999958872795105,504.2040710449219,490.3879089355469,0.9993463158607483,434.171875,372.0805969238281,0.9999911785125732
143,472.3865051269531,213.36715698242188,0.9999629259109497,486.5001525878906,236.29953002929688,0.999184787273407,547.0867919921875,104.3276138305664,0.9999758005142212
144,386.62664794921875,438.6480712890625,0.9999792575836182,455.051513671875,408.0994873046875,0.999869704246521,392.0963134765625,278.5146789550781,0.9999707937240601
145,650.8894653320312,320.923828125,0.9999406337738037,674.0967407226562,318.16796875,0.9998137354850769,662.251220703125,161.3040771484375,0.9999831914901733
146,467.0613708496094,608.1329956054688,0.9999619722366333,534.2765502929688,604.0496826171875,0.9997448325157166,496.3353271484375,454.4554748535156,0.9999817609786987
147,355.12799072265625,500.5631408691406,0.9999816417694092,421.12890625,496.0834045410156,0.9999312162399292,383.63165283203125,346.76397705078125,0.9998748302459717
148,530.6047973632812,626.2714233398438,0.9999680519104004,568.2820434570312,650.1434936523438,0.9994527697563171,586.7322387695312,492.2216491699219,0.9995020627975464
149,367.4018249511719,303.9418029785156,0.9994603991508484,436.8421325683594,356.8659973144531,0.9999401569366455,441.83160400390625,196.94529724121094,0.9999390840530396
150,601.404052734375,489.2048645019531,0.9999257326126099,645.3668212890625,437.53466796875,0.9999302625656128,571.362548828125,334.4284362792969,0.9996191263198853
151,402.0299072265625,284.42791748046875,0.9997612833976746,434.40350341796875,280.4241638183594,0.999962329864502,411.4565734863281,122.90267181396484,0.9994400143623352
152,441.6434631347656,505.9552917480469,0.9998986721038818,474.835205078125,503.1849060058594,0.9998130202293396,449.88525390625,346.5274658203125,0.9999328851699829
153,605.8062133789062,239.0569305419922,0.9997679591178894,646.3379516601562,179.96347045898438,0.9998940229415894,568.489990234375,88.0490493774414,0.9999426603317261
154,526.5322265625,559.9420166015625,0.9998691082000732,592.3648071289062,517.8663330078125,0.9999513626098633,525.0228881835938,400.7491760253906,0.9999042749404907
155,396.4805908203125,264.4183044433594,0.9997332692146301,456.2001647949219,233.35948181152344,0.9997343420982361,392.02667236328125,103.6075439453125,0.9999618530273438
156,472.74017333984375,521.3012084960938,0.9999412298202515,521.8096923828125,530.0807495117188,0.9998212456703186,508.79376220703125,371.300048828125,0.9999383687973022
157,520.1424560546875,388.0130615234375,0.9999860525131226,540.6597290039062,384.05419921875,0.9997909665107727,521.3768920898438,227.48330688476562,0.9999531507492065
158,552.8988647460938,540.07666015625,0.9998158812522888,573.1705322265625,537.6973876953125,0.9998119473457336,554.7450561523438,380.7259521484375,0.9994909763336182
159,499.4142150878906,328.2589111328125,0.9999809265136719,560.6770629882812,314.3385314941406,0.9998979568481445,517.1551513671875,169.7115020751953,0.9999499320983887
160,515.017578125,626.7938842773438,0.9999792575836182,553.0204467773438,603.2154541015625,0.9992610812187195,499.9436340332031,468.96728515625,0.999990701675415
161,643.302734375,511.6993713378906,0.999902606010437,681.3462524414062,446.36175537109375,0.9984311461448669,601.85693359375,364.14666748046875,0.9996986389160156
162,438.7498474121094,333.06439208984375,0.9999122619628906,480.5106201171875,334.29364013671875,0.9998766183853149,462.0152282714844,178.04605102539062,0.9999591112136841
163,479.7001647949219,202.27810668945312,0.999830961227417,507.5036926269531,228.31549072265625,0.999685525894165,541.5711059570312,76.18429565429688,0.9996464252471924
164,464.5366516113281,194.2960205078125,0.9999165534973145,492.5435485839844,220.67950439453125,0.999281108379364,526.4083251953125,68.99295806884766,0.9999711513519287
165,433.5950012207031,636.5731811523438,0.9996250867843628,465.74566650390625,677.4649658203125,0.9999274015426636,508.4437561035156,533.9152221679688,0.9999171495437622
166,570.9380493164062,197.0860595703125,0.9998865127563477,598.1690673828125,125.06916809082031,0.9993496537208557,519.683349609375,57.45835876464844,0.9999102354049683
167,410.21722412109375,688.6698608398438,0.9999332427978516,482.58349609375,688.26611328125,0.9999442100524902,447.81890869140625,540.2635498046875,0.999823272228241
168,643.5740356445312,284.17645263671875,0.999700665473938,654.964111328125,261.3453369140625,0.9998703002929688,584.2328491210938,149.50616455078125,0.9999743700027466
169,447.02239990234375,586.6068725585938,0.9992617964744568,507.08599853515625,524.7647705078125,0.9985404014587402,429.1592712402344,429.3864440917969,0.9995860457420349
